text,gold_label,pred_intent,correct,gold_order_status,pred_order_status,order_status_correct,gold_cancel_scope,pred_cancel_scope,cancel_scope_correct,confidence,latency_ms,error,bond_code,direction,price,amount,settle_date,source,raw_output,retries,prompt_tokens,completion_tokens,total_tokens
bid 200012.IB 8000万,bond_inquiry,,0,,,,,,,,98,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
240205 ofr 2.31,bond_inquiry,,0,,,,,,,,139,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
买点 230026 3亿,bond_inquiry,,0,,,,,,,,138,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
把我的单都撤了,bond_inquiry,,0,,,,all,,0,,67,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
撤销全部挂单,bond_inquiry,,0,,,,all,,0,,113,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
ref 200012.IB,bond_inquiry,,0,,,,specified,,0,,110,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
ref ofr 6000万,bond_inquiry,,0,,,,specified,,0,,150,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
我的单都什么情况,bond_query,,0,all,,0,,,,,149,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
今天交易做得如何,bond_query,,0,all,,0,,,,,177,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
我的操作都还顺吗,bond_query,,0,all,,0,,,,,139,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
有哪些还挂着没成,bond_query,,0,pending,,0,,,,,92,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
没成交的还剩几个,bond_query,,0,pending,,0,,,,,115,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
在挂的有几单,bond_query,,0,pending,,0,,,,,98,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
成了的有哪几笔,bond_query,,0,completed,,0,,,,,110,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
今天撮合成功多少,bond_query,,0,completed,,0,,,,,105,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
已经成交的单,bond_query,,0,completed,,0,,,,,77,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
帮我选两只5年期地方债,bond_selection,,0,,,,,,,,110,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
推荐几只流动性好的国开债,bond_selection,,0,,,,,,,,154,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
筛一下收益率3以上的信用债,bond_selection,,0,,,,,,,,112,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
接通人工,transfer_human,,0,,,,,,,,109,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
我想找客服,transfer_human,,0,,,,,,,,44,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
把请求改一下接收方,transfer_human,,0,,,,,,,,150,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
发到人工处理吧,transfer_human,,0,,,,,,,,142,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
早上好,chat,,0,,,,,,,,162,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
忙吗,chat,,0,,,,,,,,143,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
ofr 是什么,chat,,0,,,,,,,,167,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
T+0 啥意思,chat,,0,,,,,,,,161,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
200012 最近怎么走,chat,,0,,,,,,,,138,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
今天债市行情,chat,,0,,,,,,,,147,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
你们加多少点,chat,,0,,,,,,,,149,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
有什么券能报价,chat,,0,,,,,,,,95,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
报价单整理好了没,chat,,0,,,,,,,,99,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
这报价不行啊,chat,,0,,,,,,,,105,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
给个建议,chat,,0,,,,,,,,74,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
哪个好,chat,,0,,,,,,,,73,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
ofr,chat,,0,,,,,,,,59,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,generated,,2,0,0,0
