text,gold_label,pred_intent,gold_order_status,pred_order_status,gold_cancel_scope,pred_cancel_scope,err_type,error,raw_output,source
在挂的有几单,bond_query,,pending,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
成了的有哪几笔,bond_query,,completed,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
今天撮合成功多少,bond_query,,completed,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
已经成交的单,bond_query,,completed,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
帮我选两只5年期地方债,bond_selection,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
推荐几只流动性好的国开债,bond_selection,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
筛一下收益率3以上的信用债,bond_selection,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
接通人工,transfer_human,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
我想找客服,transfer_human,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
把请求改一下接收方,transfer_human,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
发到人工处理吧,transfer_human,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
早上好,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
忙吗,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
ofr 是什么,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
T+0 啥意思,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
200012 最近怎么走,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
今天债市行情,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
你们加多少点,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
有什么券能报价,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
报价单整理好了没,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
这报价不行啊,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
给个建议,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
哪个好,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
ofr,chat,,,,,,intent+parse,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,generated
